word,token_count,distinct_formations
np,1,1
eith,1,1
stny,1,1
dormite,1,1
doldmite,1,1
alternde,1,1
pressur,1,1
interfeded,1,1
pred,1,1
fgr,1,1
saney,1,1
pore,1,1
maddy,1,1
brotn,1,1
schole,1,1
pab,1,1
intermitant,1,1
permiable,1,1
js,1,1
quik,1,1
nard,1,1
crevuce,1,1
hood,1,1
dwht,1,1
throughout,1,1
corarse,1,1
mby10,1,1
rse,1,1
4clay,1,1
oa,1,1
heaviu,1,1
suitable,1,1
showy,1,1
garrof,1,1
harolparr,1,1
beol,1,1
pebe,1,1
lad,1,1
mucl,1,1
crayclay,1,1
simustone,1,1
wiil,1,1
simstone,1,1
yellloow,1,1
written,1,1
card,1,1
coarsr,1,1
limistone,1,1
crowd,1,1
marblized,1,1
harol,1,1
bul,1,1
al,1,1
juller,1,1
juni,1,1
waxt,1,1
coam,1,1
dome,1,1
besiding,1,1
hardwater,1,1
no8,1,1
rocs,1,1
ivy,1,1
gresy,1,1
impervi,1,1
claytrace,1,1
fnsandseam,1,1
seamsw,1,1
geaming,1,1
cease,1,1
stone0fractured,1,1
boag,1,1
produce,1,1
deteiorated,1,1
stoneorhardpan,1,1
ellow,1,1
check,1,1
scruir,1,1
yellclay,1,1
viens,1,1
wb0,1,1
soisl,1,1
progressing,1,1
gettng,1,1
hardpab,1,1
mext,1,1
individual,1,1
srngr,1,1
rgey,1,1
veine,1,1
blyue,1,1
pulty,1,1
sstonesw,1,1
twink,1,1
platey,1,1
blanch,1,1
yllow,1,1
waten,1,1
scren,1,1
groey,1,1
c6,1,1
1'top,1,1
cilt,1,1
sucpher,1,1
assolted,1,1
minrl,1,1
cnt,1,1
harad,1,1
uni,1,1
peete,1,1
faild,1,1
xxtra,1,1
tihghtly,1,1
brndy,1,1
suilty,1,1
lznt,1,1
gstrips,1,1
extremily,1,1
resh,1,1
stmia,1,1
lank,1,1
jlgray,1,1
muril,1,1
noted,1,1
travel,1,1
tak,1,1
gooy,1,1
pebly,1,1
rech,1,1
bensel,1,1
bads,1,1
waist,1,1
beer,1,1
yeow,1,1
hc,1,1
loamey,1,1
loght,1,1
harrd,1,1
blkwh,1,1
clayi,1,1
bros,1,1
mdsm,1,1
drummon,1,1
grsandy,1,1
maxed,1,1
moldy,1,1
trail,1,1
stores,1,1
barinl,1,1
silto,1,1
srn,1,1
sreak,1,1
1a,1,1
grav4el,1,1
finegravel,1,1
mudys,1,1
further,1,1
muddier,1,1
frine,1,1
schist,1,1
tracey,1,1
clay197,1,1
gravrel,1,1
albanay,1,1
stup,1,1
gttng,1,1
pect,1,1
tre,1,1
ddirt,1,1
gumbell,1,1
prove,1,1
cnslidted,1,1
fail,1,1
sandygravel,1,1
shag,1,1
mottom,1,1
combine,1,1
clay9grav,1,1
vallour,1,1
mack,1,1
reidish,1,1
browon,1,1
morrae,1,1
kgrav,1,1
cleanr,1,1
freq,1,1
wtrc,1,1
tc,1,1
cery,1,1
mwe,1,1
toch,1,1
nail,1,1
stich,1,1
mellon,1,1
muddgravel,1,1
browwn,1,1
lngths,1,1
37'drilled,1,1
drllng,1,1
bob,1,1
gravblue,1,1
satone,1,1
7sand,1,1
ree,1,1
correction,1,1
fuzzy,1,1
jsim,1,1
jim,1,1
silft,1,1
1sand,1,1
pec,1,1
dryclay,1,1
32ft,1,1
lguith,1,1
weter,1,1
slowly,1,1
moryl,1,1
informaiton,1,1
antri,1,1
tfill,1,1
footage,1,1
murele,1,1
fineg,1,1
slgty,1,1
eolian,1,1
dravel,1,1
sukt,1,1
dryer,1,1
vchannels,1,1
heayv,1,1
yellowsand,1,1
mec,1,1
steet,1,1
merrel,1,1
maurl,1,1
meud,1,1
greyu,1,1
rines,1,1
1150,1,1
leading,1,1
osand,1,1
sogun,1,1
lat,1,1
10s,1,1
12s,1,1
3gray,1,1
vuen,1,1
withg,1,1
broim,1,1
crel,1,1
ig,1,1
marrrow,1,1
nuck,1,1
genral,1,1
argil,1,1
stln,1,1
grns,1,1
blsnk,1,1
mifed,1,1
ht,1,1
petemoss,1,1
sxand,1,1
unsrt,1,1
complete,1,1
clesn,1,1
intermediate,1,1
tooh,1,1
indicated,1,1
13ft,1,1
hel,1,1
pashe,1,1
fix,1,1
po,1,1
medgray,1,1
crsgraysandw,1,1
thcknss,1,1
oan,1,1
ean,1,1
tips,1,1
grayg,1,1
bran,1,1
vericolor,1,1
gerav,1,1
merf,1,1
varves,1,1
straits,1,1
marros,1,1
medius,1,1
shailing,1,1
yiellow,1,1
dpt,1,1
coasre,1,1
blne,1,1
gded,1,1
leka,1,1
sgrey,1,1
buish,1,1
3yellow,1,1
lkight,1,1
ann,1,1
leneth,1,1
jsck,1,1
drveway,1,1
pached,1,1
gravelq,1,1
sandyellow,1,1
mbr,1,1
peffels,1,1
klight,1,1
harstone,1,1
bliud,1,1
sncl,1,1
merle,1,1
surfice,1,1
stayed,1,1
grdng,1,1
gummu,1,1
tops8il,1,1
7and,1,1
starter,1,1
mertow,1,1
corng,1,1
wat4er,1,1
stretches,1,1
changin,1,1
intos,1,1
morainal,1,1
sandies,1,1
murrel,1,1
sona,1,1
which,1,1
oxide,1,1
leng,1,1
evan,1,1
lng,1,1
fuck,1,1
shit,1,1
dkk,1,1
uj,1,1
grausamd,1,1
mavamee,1,1
56pm,1,1
marblehead,1,1
blude,1,1
ticky,1,1
wy,1,1
frost,1,1
rockfill,1,1
similar,1,1
plint,1,1
rsand,1,1
stmps,1,1
seri,1,1
mayville,1,1
shatered,1,1
fstr,1,1
req'd,1,1
dynmite,1,1
drve,1,1
casind,1,1
traceofclay,1,1
portion,1,1
mudds,1,1
lgith,1,1
pomas,1,1
trecks,1,1
nspots,1,1
eld,1,1
muddyt,1,1
recose,1,1
havy,1,1
waterdidnot,1,1
fn0med,1,1
cont2,1,1
grag,1,1
mure,1,1
sand18,1,1
lnth,1,1
rnbw,1,1
sulphr,1,1
lne,1,1
gtting,1,1
clak,1,1
plumbing,1,1
bounced,1,1
pbbles,1,1
grnite,1,1
warred,1,1
picc,1,1
antrion,1,1
mms,1,1
traverie,1,1
12gp,1,1
c0urse,1,1
200ft,1,1
2170,1,1
brncly,1,1
brnsnd,1,1
blucly,1,1
whtsnd,1,1
marral,1,1
druy,1,1
inbeded,1,1
buile,1,1
265,1,1
graev,1,1
muddyjetcleanerindept,1,1
pcose,1,1
sontey,1,1
fi8ne,1,1
grittle,1,1
strates,1,1
ruffles,1,1
siltyfnsand,1,1
medsandcrs,1,1
crsand,1,1
ltmed,1,1
veryfnsand,1,1
verynfsand,1,1
ltsilt,1,1
pipt,1,1
aquafrir,1,1
lessthan,1,1
ally,1,1
yellowstones,1,1
doco,1,1
goruse,1,1
blackmuck,1,1
age,1,1
gutty,1,1
gronely,1,1
gumly,1,1
ptch,1,1
sand7grav7water,1,1
desc,1,1
marrec,1,1
pave,1,1
changingtoredclay,1,1
petet,1,1
7bs,1,1
mkx,1,1
variformed,1,1
roundstone,1,1
materia,1,1
variegated,1,1
ofsand,1,1
vanilla,1,1
stonese,1,1
standy,1,1
nicest,1,1
recasted,1,1
clay60,1,1
1400,1,1
qary,1,1
chz,1,1
toppsoil,1,1
snail,1,1
emurl,1,1
partilles,1,1
argillacaous,1,1
mile,1,1
blark,1,1
grasvel,1,1
siet,1,1
stratta,1,1
wild,1,1
50ft,1,1
71ft,1,1
grevl,1,1
sand3,1,1
vericolored,1,1
dolomtic,1,1
40ft,1,1
pette,1,1
gone,1,1
uticashy,1,1
guide,1,1
somemedgrav,1,1
medcrsgraysandymedgrav,1,1
shutty,1,1
thirsty,1,1
s0il,1,1
mas,1,1
lgths,1,1
toxedo,1,1
guty,1,1
lttlvfs,1,1
vrysoft,1,1
shatterd,1,1
smllstones,1,1
shatrd,1,1
tracesbr,1,1
grnte,1,1
lacust,1,1
7'wet,1,1
birwn,1,1
said,1,1
molting,1,1
produc,1,1
plnfld,1,1
crsesand,1,1
angillaceous,1,1
clayclay,1,1
stripsofgravely,1,1
mped,1,1
crssandtofinegrav,1,1
flnt,1,1
ghanging,1,1
ended,1,1
tk,1,1
flud,1,1
cravely,1,1
pntrem,1,1
trev,1,1
32nd,1,1
sanb,1,1
lths,1,1
contract,1,1
orgrav,1,1
hck,1,1
7s,1,1
frit,1,1
grayclayey,1,1
blink,1,1
mdtocrs,1,1
graymdtofnw,1,1
graycrstomdsandw,1,1
graymdtocrs,1,1
graymdtofngravw,1,1
grayfntomdgrav,1,1
graygravw,1,1
sandseam,1,1
grayhardverygravellyclay,1,1
grayhardgravellysiltyclay,1,1
redsiltyclayw,1,1
chiel,1,1
silt5,1,1
stnevem,1,1
stirppy,1,1
stirsp,1,1
sticy,1,1
potpurri,1,1
semifine,1,1
65ft,1,1
garvly,1,1
toned,1,1
varicoler,1,1
rocksnd,1,1
misec,1,1
lenthers,1,1
gritey,1,1
wsandy,1,1
lanthes,1,1
tordedo,1,1
formed,1,1
snts,1,1
seudy,1,1
plainfeild,1,1
elsworth,1,1
willou,1,1
sandmx,1,1
bite,1,1
curt,1,1
gldn,1,1
chrty,1,1
tro,1,1
muyddy,1,1
darkk,1,1
tpsoi,1,1
lanl,1,1
graveloy,1,1
clauw,1,1
crw,1,1
david,1,1
bari,1,1
lilater,1,1
elf,1,1
ctom,1,1
grainte,1,1
redding,1,1
oak,1,1
bnak,1,1
dery,1,1
ocsnl,1,1
grzvel,1,1
7gs,1,1
antrins,1,1
stm,1,1
stmne,1,1
vim,1,1
9f,1,1
mattr,1,1
conse,1,1
pep,1,1
unifrm,1,1
producer,1,1
grime,1,1
lenches,1,1
cleam,1,1
xlaay,1,1
hardpad,1,1
dirk,1,1
ily,1,1
3gravel,1,1
largeblkrock,1,1
hadtodynamite,1,1
stonehardwatgrav,1,1
stonry,1,1
smallpatchgrayclay,1,1
largeloose,1,1
sedimentry,1,1
shint,1,1
lnt,1,1
ahrdstone,1,1
sts,1,1
lenther,1,1
leafs,1,1
pleisstocene,1,1
ligert,1,1
crysl,1,1
florances,1,1
vartoys,1,1
hy,1,1
juggler,1,1
jug,1,1
stoner,1,1
angula,1,1
takien,1,1
yellows,1,1
aquafein,1,1
dift,1,1
lunn,1,1
lents,1,1
basecorse,1,1
shattere,1,1
slipperly,1,1
berown,1,1
stade,1,1
softgry,1,1
gfey,1,1
gauge,1,1
litho,1,1
inlayer,1,1
largerocksinlayers,1,1
grayhardpacked,1,1
rie,1,1
smlr,1,1
varicolore,1,1
softter,1,1
3s,1,1
177,1,1
briwb,1,1
dthen,1,1
slower,1,1
mex,1,1
mcs,1,1
46ft,1,1
extension,1,1
soft328,1,1
whitest,1,1
couiser,1,1
shata,1,1
tiger,1,1
batts,1,1
tne,1,1
petrofied,1,1
foll,1,1
gravlargehard,1,1
strakes,1,1
varcol,1,1
vw,1,1
miuck,1,1
pak,1,1
siluriam,1,1
limebottom,1,1
booulders,1,1
quidk,1,1
lenlkes,1,1
roden,1,1
stinn,1,1
grvcly,1,1
grvcl,1,1
bhrn,1,1
mdto,1,1
buckwheat,1,1
cein,1,1
pces,1,1
xtin,1,1
120ft,1,1
dgravy,1,1
misch,1,1
4bs,1,1
groudy,1,1
parti,1,1
ewht,1,1
claen,1,1
saturtd,1,1
courese,1,1
ngravely,1,1
infe,1,1
agnite,1,1
rook,1,1
coke,1,1
brr,1,1
boarse,1,1
withered,1,1
largely,1,1
pebbls,1,1
135ft,1,1
towards,1,1
pbbly,1,1
grail,1,1
egray,1,1
lstne,1,1
excellant,1,1
nitro,1,1
scum,1,1
gyps,1,1
138ft,1,1
particls,1,1
120'level,1,1
30mn,1,1
agravel,1,1
stopd,1,1
broen,1,1
rockie,1,1
bail,1,1
paise,1,1
cleand,1,1
fkt,1,1
tires,1,1
toys,1,1
moral,1,1
five,1,1
fieldstone,1,1
stes,1,1
treton,1,1
75ft,1,1
vrc,1,1
slake,1,1
cjs,1,1
yrel,1,1
brch,1,1
termed,1,1
muchey,1,1
clyay,1,1
yelolow,1,1
crouse,1,1
clayious,1,1
marul,1,1
296,1,1
299,1,1
377,1,1
393,1,1
muckish,1,1
stiffy,1,1
smmed,1,1
qs,1,1
strate,1,1
varicled,1,1
lagus,1,1
css,1,1
hyard,1,1
vryclr,1,1
ggs,1,1
fit,1,1
st0ne,1,1
c0ase,1,1
refer,1,1
silted,1,1
practically,1,1
alm,1,1
mara,1,1
2'layrs,1,1
alrge,1,1
wiith,1,1
clayere,1,1
braekish,1,1
stout,1,1
st0nes,1,1
yelloa,1,1
anf,1,1
bitum,1,1
lucas,1,1
bass,1,1
cincinnatn,1,1
2860,1,1
doft,1,1
retntn,1,1
simular,1,1
become,1,1
10screen,1,1
ccrs,1,1
platy,1,1
varivolored,1,1
sucrose,1,1
somd,1,1
ruster,1,1
bcl,1,1
vcd,1,1
varcd,1,1
varicolroed,1,1
sadad,1,1
bst,1,1
4000,1,1
claysih,1,1
shift,1,1
wity,1,1
limt,1,1
vrl,1,1
vrlclrd,1,1
movel,1,1
nothingbelow,1,1
507,1,1
silisea,1,1
gourse,1,1
trempealeam,1,1
grv167,1,1
msg,1,1
qsd,1,1
himself,1,1
morro,1,1
goodvein,1,1
topsail,1,1
fmgs,1,1
vcld,1,1
jbrown,1,1
slily,1,1
seemed,1,1
colred,1,1
vd,1,1
maquoketa,1,1
plattsville,1,1
trempelean,1,1
varic,1,1
menill,1,1
saul,1,1
evaporates,1,1
silcia,1,1
gravel380,1,1
006,1,1
peoct,1,1
roks,1,1
ria,1,1
corses,1,1
coolrich,1,1
fining,1,1
partic,1,1
100ft,1,1
varcl,1,1
silkie,1,1
lenghts,1,1
materil,1,1
refilled,1,1
marles,1,1
fragmts,1,1
vuggy,1,1
varr,1,1
tones,1,1
varcolored,1,1
puritea,1,1
crave,1,1
shiel,1,1
coggles,1,1
sltly,1,1
track,1,1
scrnd,1,1
yellowpack,1,1
abs,1,1
tol,1,1
chauge,1,1
01,1,1
dty,1,1
particle,1,1
mushey,1,1
grined,1,1
dynimite,1,1
suitcase,1,1
reel,1,1
src,1,1
merina,1,1
sand30,1,1
tofn,1,1
encrusted,1,1
smery,1,1
greyblack,1,1
sandblur,1,1
deph,1,1
available,1,1
greasey,1,1
savaroy,1,1
podered,1,1
quafier,1,1
cleaning,1,1
patchy,1,1
b4r,1,1
wms,1,1
granter,1,1
crclrd,1,1
cosolidated,1,1
null,1,1
grsv,1,1
blkue,1,1
richmand,1,1
gand,1,1
atone,1,1
lyer,1,1
meurl,1,1
rst,1,1
loa,1,1
316,1,1
327,1,1
chp,1,1
vaggy,1,1
meas,1,1
brmr,1,1
crsy,1,1
vri,1,1
occsnly,1,1
grel,1,1
gopsoil,1,1
9vein,1,1
grid,1,1
sluggish,1,1
vrred,1,1
clayls,1,1
finw,1,1
24ft,1,1
vefin,1,1
losing,1,1
fcaly,1,1
stratif,1,1
statifi,1,1
foum,1,1
macky,1,1
purite,1,1
purities,1,1
carase,1,1
3md,1,1
clole,1,1
lray,1,1
waver,1,1
aguafier,1,1
grafvel,1,1
moltted,1,1
eq,1,1
prairie,1,1
du,1,1
chien,1,1
almst,1,1
bearg,1,1
formtn,1,1
rows,1,1
mississippean,1,1
fione,1,1
tracd,1,1
beck,1,1
113073,1,1
42'clay,1,1
silksand,1,1
moderatly,1,1
micked,1,1
sufvace,1,1
caricolored,1,1
2crs,1,1
stringrs,1,1
fosf,1,1
glau,1,1
waite,1,1
waste,1,1
andd,1,1
conoc,1,1
parked,1,1
hardpain,1,1
heavely,1,1
mild,1,1
existence,1,1
sstoney,1,1
variscolored,1,1
imprevious,1,1
intermingled,1,1
awfully,1,1
cincinatan,1,1
clair,1,1
scre,1,1
meil,1,1
myol,1,1
colorored,1,1
sepp,1,1
patchs,1,1
specs,1,1
dont,1,1
g92,1,1
s0ft,1,1
peering,1,1
litesand,1,1
luam,1,1
103059,1,1
straters,1,1
grvlw,1,1
ryth,1,1
reb,1,1
ashphalt,1,1
porter,1,1
crummy,1,1
sillica,1,1
wmed,1,1
aquafine,1,1
bearin'sand,1,1
marb,1,1
hray,1,1
vanc,1,1
roos,1,1
mxi,1,1
bottomw,1,1
greyhard,1,1
spng,1,1
greish,1,1
aquaier,1,1
crrs,1,1
marpour,1,1
smet,1,1
composit,1,1
guick,1,1
screeened,1,1
pins,1,1
013,1,1
aloy,1,1
shet,1,1
crsgrayslate,1,1
pottsdam,1,1
1980,1,1
smth,1,1
anglr,1,1
trcl,1,1
blwon,1,1
wooley,1,1
tgh,1,1
pebs,1,1
swell,1,1
slg,1,1
whitw,1,1
shaleston,1,1
dnd,1,1
jgravel,1,1
gbrn,1,1
fnh,1,1
sfine,1,1
occassionally,1,1
decompose,1,1
transverse,1,1
water0,1,1
crystallin,1,1
finley,1,1
crystaln,1,1
porst,1,1
ri,1,1
lookwell,1,1
clay116,1,1
aquafeir,1,1
tlt,1,1
variegrated,1,1
occaisonal,1,1
varicolerd,1,1
varicolo9red,1,1
unformed,1,1
ands,1,1
greyisn,1,1
dirth,1,1
either,1,1
tomed,1,1
cooarse,1,1
7gravel,1,1
sanol,1,1
burgundy,1,1
frvl,1,1
encntrd,1,1
smgr,1,1
informatoin,1,1
vg,1,1
mgrey,1,1
pele,1,1
g0,1,1
brsn,1,1
ssome,1,1
plasticity,1,1
materi,1,1
imperviou,1,1
foine,1,1
matrix,1,1
grfl,1,1
asphaltic,1,1
braud,1,1
medtocrsbrsandw,1,1
vault,1,1
extrem,1,1
cain,1,1
roshy,1,1
redush,1,1
broewn,1,1
somefn,1,1
yein,1,1
diurdea,1,1
stff,1,1
gramst,1,1
cndr,1,1
vvein,1,1
dirtyg,1,1
strekas,1,1
toip,1,1
panh,1,1
acoarse,1,1
streter,1,1
removal,1,1
aquefir,1,1
semly,1,1
lowwer,1,1
sandfill,1,1
yeland,1,1
graaavel,1,1
sotter,1,1
ellworth,1,1
calcoreous,1,1
miscellaneous,1,1
lmst,1,1
chem,1,1
gls,1,1
fillworth,1,1
unconsolida,1,1
cincinnattian,1,1
mississippiar,1,1
bankruu,1,1
dbr,1,1
orgnic,1,1
sandygravl,1,1
sofrt,1,1
peasize,1,1
mcv,1,1
solied,1,1
coors,1,1
veini,1,1
platteville,1,1
brinck,1,1
mississipis,1,1
bfn,1,1
ties,1,1
unkwon,1,1
reinforcing,1,1
fre,1,1
ven,1,1
009,1,1
016,1,1
008,1,1
cala,1,1
medcrs,1,1
dcome,1,1
clay69,1,1
10slot,1,1
chpd,1,1
peg,1,1
peble,1,1
eshale,1,1
missiuppear,1,1
d7,1,1
june,1,1
sandytop,1,1
siltysand,1,1
705,1,1
905,1,1
dict,1,1
consoledated,1,1
savy,1,1
gluish,1,1
ttan,1,1
msd,1,1
g50,1,1
schal,1,1
838,1,1
balue,1,1
easily,1,1
hgs,1,1
fe5s,1,1
2am,1,1
snowy,1,1
doltan,1,1
clastic,1,1
dolchert,1,1
dolgray,1,1
anhydritic,1,1
dolbr,1,1
dolbuff,1,1
dolslightly,1,1
dolwh,1,1
doldk,1,1
carbonatious,1,1
sly,1,1
marcel,1,1
graey,1,1
fragmnt,1,1
mortar,1,1
chkn,1,1
sndw,1,1
bearring,1,1
bic,1,1
puff,1,1
stoness,1,1
veingrav,1,1
wmd,1,1
ctrs,1,1
ofrock,1,1
bolid,1,1
esilt,1,1
bdlrs,1,1
blls,1,1
hamiltn,1,1
conniferous,1,1
helderburg,1,1
hardpckd,1,1
players,1,1
wastewater,1,1
snad0,1,1
dynomited,1,1
variclolr,1,1
concrecte,1,1
hums,1,1
cnsld,1,1
varh,1,1
msall,1,1
stincy,1,1
sce,1,1
largr,1,1
quaternouy,1,1
stata,1,1
brownj,1,1
cc,1,1
walls,1,1
gravel38,1,1
reddis,1,1
clgr,1,1
stoones,1,1
lmix,1,1
xtrm,1,1
ttl,1,1
unform,1,1
sand1,1,1
gluey,1,1
whiet,1,1
mdd,1,1
graycaly,1,1
rea,1,1
srey,1,1
corae,1,1
ruby,1,1
mach,1,1
subcarbon,1,1
celex,1,1
shop,1,1
medkum,1,1
cru,1,1
subject,1,1
bsg,1,1
turing,1,1
mld,1,1
veter,1,1
csld,1,1
mdbr,1,1
yelllw,1,1
bale,1,1
placed,1,1
turne,1,1
dunc,1,1
mardow,1,1
sloughing,1,1
coiarse,1,1
messissippian,1,1
film,1,1
serie,1,1
marshel,1,1
ballast,1,1
moul,1,1
barge,1,1
maxium,1,1
whel,1,1
olay,1,1
bourse,1,1
blach,1,1
morvel,1,1
greywish,1,1
vvaricolored,1,1
cvrs,1,1
swand,1,1
silo,1,1
bgravel,1,1
dirtybr,1,1
guge,1,1
broshish,1,1
mizx,1,1
gravee,1,1
coaser,1,1
imperviuos,1,1
marie,1,1
garavel,1,1
cellar,1,1
3sand,1,1
blackis,1,1
morter,1,1
varricolored,1,1
vrdclrd,1,1
clayay,1,1
decay,1,1
bvrown,1,1
ohio,1,1
marcellus,1,1
dun,1,1
swhite,1,1
finegrey,1,1
brownins,1,1
orande,1,1
graevel,1,1
gfrav,1,1
ittle,1,1
cxrs,1,1
tbl,1,1
30'blk,1,1
glop,1,1
before,1,1
redy,1,1
smalltomd,1,1
rion,1,1
crusolidded,1,1
mdium,1,1
jcrs,1,1
dirst,1,1
siltatone,1,1
fixed,1,1
setting,1,1
f0m,1,1
oblong,1,1
disc,1,1
8cm,1,1
topslil,1,1
hosed,1,1
grx,1,1
lauer,1,1
ccs,1,1
crsg,1,1
2ndary,1,1
travrs,1,1
frsh,1,1
wtrnost,1,1
lbm,1,1
screned,1,1
ric,1,1
tannen,1,1
ted,1,1
lenthe,1,1
404,1,1
food,1,1
wll,1,1
vad,1,1
occs,1,1
wasdens,1,1
occsnal,1,1
washer,1,1
softg,1,1
brtown,1,1
brownhis,1,1
30ft,1,1
58ft,1,1
coorse,1,1
358131,1,1
gravel1,1,1
particl,1,1
gbs,1,1
waster,1,1
gamma,1,1
grafv,1,1
moi,1,1
shol,1,1
pokets,1,1
humur,1,1
mual,1,1
clinders,1,1
leat,1,1
arl,1,1
gravel10,1,1
diny,1,1
pyrts,1,1
560,1,1
doher,1,1
montor,1,1
coursae,1,1
dirven,1,1
aquipter,1,1
smeek,1,1
aquifre,1,1
hellow,1,1
gragvle,1,1
sandto,1,1
mediumsand,1,1
emed,1,1
baseball,1,1
sandwich,1,1
drillingsans,1,1
sunberry,1,1
cincinnation,1,1
order,1,1
sandwint,1,1
sandtrace,1,1
chatter,1,1
aquiafier,1,1
ffine,1,1
insufficent,1,1
aguafin,1,1
sotnes,1,1
16ft,1,1
rmeoved,1,1
puck,1,1
dulomite,1,1
rais,1,1
skim,1,1
quicksoand,1,1
decreasing,1,1
sumack,1,1
soe,1,1
esand,1,1
brlsand,1,1
fluffy,1,1
vein9gravel,1,1
eddish,1,1
mmisture,1,1
brna,1,1
mee,1,1
finebrn,1,1
5mm,1,1
yll,1,1
sanston,1,1
basing,1,1
litme,1,1
709,1,1
curse,1,1
neduyn,1,1
permvel,1,1
pclay,1,1
miedum,1,1
foarse,1,1
redddish,1,1
curser,1,1
topssoil,1,1
neel,1,1
sandll,1,1
snds,1,1
marler,1,1
kirk,1,1
vryfne,1,1
g89,1,1
edium,1,1
anbd,1,1
foamy,1,1
contng,1,1
cflay,1,1
stuf,1,1
sharps,1,1
fein,1,1
firing,1,1
downwar,1,1
finesilty,1,1
brnsandy,1,1
veryunsortedgrav,1,1
cole,1,1
clank,1,1
omedium,1,1
haul,1,1
sand2,1,1
c0oarse,1,1
cincinonatian,1,1
berea,1,1
sildrian,1,1
clin,1,1
0blue,1,1
drvn,1,1
unifrom,1,1
golfball,1,1
drivewy,1,1
sstones,1,1
mulk,1,1
asand,1,1
unsored,1,1
482,1,1
washes,1,1
fild,1,1
blackgumbo,1,1
moro,1,1
disse,1,1
gypsicm,1,1
shala,1,1
gfine,1,1
wgs,1,1
silvania,1,1
coards,1,1
bakcfill,1,1
hea,1,1
brownihs,1,1
g43,1,1
redl,1,1
undeveloped,1,1
gettying,1,1
141,1,1
brownnsand,1,1
sulphin,1,1
csre,1,1
clay3w,1,1
cop,1,1
organick,1,1
1043,1,1
2268,1,1
shart,1,1
elswhorth,1,1
qtzetic,1,1
quartzitic,1,1
spore,1,1
angil,1,1
